Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2
1993.03,0,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
1994.03,-0.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
1995.03,7.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
1996.03,-1.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
1997.03,1.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
1998.03,3.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
1999.03,2.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2000.03,-2.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2001.03,4.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2002.03,6.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2003.03,5.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2004.03,9.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2005.03,4.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2006.03,2.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2007.03,2.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2008.03,8.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2009.03,11.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2010.03,4.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2011.03,1,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2012.03,3.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2013.03,4.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2014.03,5.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2015.03,2.5,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2016.03,7.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2017.03,9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2018.03,15.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
2019.03,10.3,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Financial and Insurance Services
1996.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
1997.03,1024,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
1998.03,1025,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
1999.03,1045,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2000.03,1088,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2001.03,1116,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2002.03,1165,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2003.03,1199,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2004.03,1263,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2005.03,1316,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2006.03,1353,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2007.03,1392,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2008.03,1388,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2009.03,1412,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2010.03,1419,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2011.03,1401,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2012.03,1388,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2013.03,1414,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2014.03,1441,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2015.03,1475,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2016.03,1439,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2017.03,1495,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2018.03,1524,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2019.03,1559,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
1997.03,2.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
1998.03,0.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
1999.03,2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2000.03,4.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2001.03,2.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2002.03,4.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2003.03,2.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2004.03,5.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2005.03,4.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2006.03,2.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2007.03,2.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2008.03,-0.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2009.03,1.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2010.03,0.5,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2011.03,-1.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2012.03,-0.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2013.03,1.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2014.03,1.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2015.03,2.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2016.03,-2.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2017.03,3.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2018.03,1.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
2019.03,2.3,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Rental, Hiring and Real Estate Services"
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1979.03,1007,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1980.03,1017,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1981.03,1031,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1982.03,1075,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1983.03,1150,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1984.03,1228,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1985.03,1307,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1986.03,1383,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1987.03,1447,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1988.03,1501,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1989.03,1550,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1990.03,1605,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1991.03,1653,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1992.03,1657,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1993.03,1664,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1994.03,1689,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1995.03,1738,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1996.03,1798,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1997.03,1859,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1998.03,1900,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1999.03,1935,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2000.03,1978,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2001.03,2041,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2002.03,2101,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2003.03,2160,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2004.03,2254,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2005.03,2350,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2006.03,2459,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2007.03,2538,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2008.03,2662,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2009.03,2765,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2010.03,2781,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2011.03,2789,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2012.03,2849,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2013.03,2910,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2014.03,2984,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2015.03,3065,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2016.03,3163,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2017.03,3255,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2018.03,3382,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2019.03,3497,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1979.03,0.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1980.03,1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1981.03,1.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1982.03,4.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1983.03,7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1984.03,6.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1985.03,6.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1986.03,5.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1987.03,4.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1988.03,3.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1989.03,3.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1990.03,3.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1991.03,3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1992.03,0.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1993.03,0.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1994.03,1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1995.03,2.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1996.03,3.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1997.03,3.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1998.03,2.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1999.03,1.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2000.03,2.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2001.03,3.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2002.03,2.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2003.03,2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2004.03,4.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2005.03,4.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2006.03,4.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2007.03,3.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2008.03,4.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2009.03,3.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2010.03,0.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2011.03,0.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2012.03,2.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2013.03,2.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2014.03,2.5,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2015.03,2.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2016.03,3.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2017.03,2.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2018.03,3.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
2019.03,3.4,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,Former Measured Sector
1996.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
1997.03,1061,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
1998.03,1161,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
1999.03,1217,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2000.03,1323,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2001.03,1400,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2002.03,1508,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2003.03,1645,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2004.03,1792,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2005.03,1911,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2006.03,2059,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2007.03,2179,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2008.03,2358,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2009.03,2428,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2010.03,2483,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2011.03,2543,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2012.03,2603,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2013.03,2676,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2014.03,2823,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2015.03,2952,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2016.03,3104,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2017.03,3254,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2018.03,3503,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2019.03,3758,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
1997.03,6.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
1998.03,9.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
1999.03,4.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2000.03,8.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2001.03,5.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2002.03,7.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2003.03,9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2004.03,9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2005.03,6.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2006.03,7.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2007.03,5.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2008.03,8.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2009.03,3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2010.03,2.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2011.03,2.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2012.03,2.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
2013.03,2.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Capital,"Professional, Scientific and Technical Services"
